date,Afghanistan,Albania,Algeria,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Cameroon,Canada,Chile,China,Colombia,Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Czechia,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Ethiopia,Finland,France,Gabon,Germany,Ghana,Greece,Guatemala,Guinea,Honduras,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Lebanon,Libya,Madagascar,Malaysia,Maldives,Mexico,Moldova,Morocco,Namibia,Nepal,Netherlands,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Saudi Arabia,Senegal,Serbia,Singapore,South Africa,Spain,Sudan,Sweden,Switzerland,Tajikistan,Turkey,US,Ukraine,United Arab Emirates,United Kingdom,Uzbekistan,Venezuela,West Bank and Gaza,Zambia
2020-05-01,310,488,1821,1292,977,5775,13110,1365,1555,174,2918,11892,134,755,38039,276,934,22764,9018,78573,1551,75,355,597,1421,3372,6924,1387,1913,1460,124,66,3000,50212,67,126900,212,1374,72,342,112,609,10007,1591,76318,1414,13386,9156,78249,2975,922,150,9123,271,1602,504,192,18,94,4210,17,12377,1272,1083,8,16,138,351,807,32,495,4817,622,115,11129,1084,3491,1647,1436,4328,13220,3555,356,1343,1268,2382,112050,46,0,23900,0,53808,164015,1413,2543,892,1212,148,76,74
2020-05-02,331,519,1872,1320,1010,5814,13180,1411,1568,177,3117,12211,159,779,40937,287,953,23814,9572,78586,1666,75,372,622,1463,3461,7084,1481,2132,1522,141,69,3000,50663,85,129000,229,1374,72,405,116,625,10819,1665,77350,1473,13386,9593,79914,3205,985,152,9183,298,1703,527,197,22,97,4326,18,12377,1334,1256,8,16,138,351,852,32,750,5114,641,119,12434,1124,3762,1671,1534,4547,15013,3765,368,1426,1347,2549,117248,52,0,24200,0,58259,175382,1498,2664,896,1271,148,76,75
2020-05-03,345,531,1936,1354,1035,5849,13228,1441,1718,1063,3196,12309,166,825,42991,308,953,24921,10041,78684,1722,75,386,653,1489,3587,7183,1606,3300,1562,154,75,3000,50885,85,130600,229,1374,72,405,118,629,11775,1876,78422,1490,13386,9749,81654,3981,1084,167,9217,336,1776,564,200,22,98,4413,18,13447,1382,1438,8,16,138,400,945,32,750,5635,641,126,13550,1214,3945,1689,1664,4869,16639,4134,372,1551,1408,2549,118902,52,0,24500,0,63151,180152,1548,2763,901,1319,158,77,78
2020-05-04,397,543,1998,1442,1071,5887,13316,1480,1744,1209,3259,12378,174,855,45815,321,953,26030,10415,78792,1807,80,399,693,1522,3807,7284,1771,3433,1632,180,75,3500,51476,93,132700,294,1374,79,450,122,630,12847,1954,79379,1544,13386,10064,82879,4156,1173,173,9283,381,1947,575,200,23,99,4484,18,13447,1423,1653,8,16,138,417,992,32,816,5801,641,130,14427,1315,4095,1712,1810,5269,18095,4476,415,1574,1457,2746,121343,61,0,25200,0,68166,187180,1619,2966,910,1405,158,102,78
2020-05-05,421,570,2067,1472,1111,5975,13462,1508,1762,1403,3771,12441,187,911,48221,342,953,27006,10710,78870,2013,90,413,701,1560,4006,7492,1905,3433,1730,205,91,3500,52842,93,135100,294,1374,79,498,122,709,14142,2197,80475,1571,13386,10465,85231,4496,1279,182,9333,403,2032,600,206,23,101,4567,20,16810,1544,1838,8,16,139,481,1013,32,858,6464,823,135,15413,1408,4280,1743,1924,5454,19865,5431,470,1723,1519,2746,123486,70,0,25400,0,73285,189791,1875,3153,926,1501,158,127,92
2020-05-06,458,595,2197,1524,1135,6031,13639,1536,1860,1403,4388,12731,198,928,51370,360,1000,28184,11189,78929,2148,92,428,721,1601,4205,7689,1960,3433,1815,219,93,3500,54079,93,139900,294,1374,86,597,132,759,15331,2317,81587,1602,17110,10637,93245,4496,1408,190,9419,490,2219,614,206,24,101,4702,20,17781,1658,2017,8,22,146,534,1057,32,888,6464,859,142,17527,1506,4655,2076,2070,5788,21327,6783,493,1971,1634,3153,126002,80,0,25700,0,78202,189910,2097,3359,934,1577,176,174,101
2020-05-07,468,605,2323,1601,1185,6078,13698,1551,2000,1910,5067,12980,219,954,55350,384,1002,29260,11664,78977,2300,103,445,742,1641,4371,7907,2064,3433,1887,252,93,3500,55191,110,141700,303,1374,90,629,154,801,16776,2381,82744,1626,17110,10873,96276,4918,1518,197,9484,533,2381,637,220,24,101,4776,20,17781,1747,2179,9,22,147,601,1079,32,980,7530,886,148,18388,1618,4862,2258,2286,6144,23803,7798,562,2160,1712,3153,128511,92,0,25900,0,82984,195036,2396,3572,970,1656,185,176,103
2020-05-08,472,620,2467,1659,1218,6122,13836,1576,2028,2101,5484,13201,237,960,59297,401,1002,30239,12160,78993,2424,130,461,754,1689,4413,8125,2286,3433,1945,257,95,4000,55892,110,141700,323,1374,101,663,192,865,17887,2494,83837,1661,17110,11229,99023,5146,1631,202,9568,561,2466,650,223,24,101,4864,20,20314,1826,2324,9,31,147,679,1099,32,1025,7809,886,152,19012,1734,5184,2422,2370,6423,26608,9120,611,2453,2040,3153,131148,102,0,26100,0,86396,198993,2706,3837,997,1775,190,228,111
2020-05-09,502,627,2546,1728,1267,6141,13928,1620,2055,2414,6050,13411,258,1059,61685,422,1232,31262,12667,79127,2569,130,480,769,1726,4447,8291,2584,3433,2002,276,97,4000,56148,110,143300,378,1374,104,698,195,904,19301,2607,85064,1702,17110,11376,103031,5906,1776,207,9610,622,2622,658,234,24,101,4929,29,21824,1925,2461,10,31,149,745,1112,32,1068,8063,4501,155,20246,1842,5437,2499,2449,6912,31916,10144,643,2732,2296,3983,133952,119,0,26400,0,89480,212534,2909,4295,1001,1846,190,228,112
2020-05-10,558,650,2678,1757,1325,6167,13991,1650,2070,2650,6406,13642,273,1106,64957,444,1465,32109,13112,79167,2705,136,501,794,1764,4474,8415,2763,3433,2075,293,99,4000,56327,110,144400,378,1374,110,714,203,933,20969,2698,86143,1734,17110,11430,105186,8127,1941,239,9632,653,2729,675,234,24,101,5025,29,21824,1958,2554,11,31,149,778,1136,32,1117,8555,4687,165,21349,1924,5698,2549,2753,7051,34306,11457,650,2732,2721,4173,136166,149,0,26600,0,92691,216169,3060,4804,1002,1881,193,263,117
